fiscal_year,system_code,location_code,location_name,BEDS,Managed_by_name,location_type_description,Location_Category_Description,Grades_text,Grades_final_text,open_date,Status_descriptions,Primary_building_code,primary_address_line_1,State_code,X_COORDINATE,Y_COORDINATE,LONGITUDE,LATITUDE,Community_district,Council-district,Census_tract,Borough_block_lot,NTA,NTA_Name,Principal_Name,Principal_title,Principal_phone_number,fax_number,Geographical_District_code,Administrative_District_Code,Administrative_District_Name,community_school_sup_name,Tier_3_Support_Location_Name,Tier_3_Support_Leader_Name,Tier_2_Support_Location_Name,HighSchool_Network_Location_Code,HighSchool_Network_Name,HighSchool_Network_Superintendent,Community_district 1,Police_precinct
2020,23K401,K401,Christopher Avenue Community School,332300010401,DOE,General Academic,Elementary,"PK,0K,01,02,03,04,05,SE","PK,0K,01,02,03,04,05",2011-07-01T00:00:00.000,Open,K332,51 CHRISTOPHER AVENUE,NY,1010320,184197,-73.906018,40.672216,316,37,90800,3036930001,BK81,Brownsville,DEON MITCHELL,Principal,718-495-5761,718-495-5764,23,23,COMMUNITY SCHOOL DISTRICT 23,"PATE, MIATHERESA",NYCDOE Borough Office - Brooklyn North,NULL,School Support Team 7- Brooklyn North,NULL,NULL,NULL,316,73
2020,32K403,K403,Academy for Excellence in Leadership,333200011403,DOE,General Academic,High school,"09,10,11,12,SE","09,10,11,12",2006-07-01T00:00:00.000,Open,K480,400 IRVING AVENUE,NY,1008721,193027,-73.911751,40.696457,304,37,43500,3033650098,BK77,Bushwick North,CHANTANDREA BLISSETT,Principal,718-381-7100,718-381-0223,32,32,NULL,NULL,NYCDOE Borough Office - Brooklyn North,NULL,School Support Team 1- Brooklyn North,HS05,HS Network 05 Superintendent Office,"ROSS, JANICE",304,83
2020,19K404,K404,Academy for Young Writers,331900011404,DOE,General Academic,Secondary School,"06,07,08,09,10,11,12,SE","06,07,08,09,10,11,12",2006-07-01T00:00:00.000,Open,K422,1065 ELTON STREET,NY,1019192,178761,-73.874064,40.657266,305,42,107000,3044490001,BK82,East New York,AADEN STERN,Principal,718-688-7230,718-688-7236,19,19,NULL,NULL,NYCDOE Borough Office - Brooklyn North,NULL,School Support Team 1- Brooklyn North,HS05,HS Network 05 Superintendent Office,"ROSS, JANICE",305,75
2020,22K405,K405,Midwood High School,332200011405,DOE,General Academic,High school,"09,10,11,12,SE","09,10,11,12",1940-07-01T00:00:00.000,Open,K405,2839 BEDFORD AVENUE,NY,997474,169837,-73.952356,40.632829,314,45,77200,3075530041,BK42,Flatbush,Michael Mcdonnell,Principal,718-724-8500,718-724-8515,22,22,NULL,NULL,NYCDOE Borough Office - Brooklyn South,Mauriciere de Govia,School Support Team 1- Brooklyn South,HS06,HS Network 06 Superintendent Office,"PRAYOR, MICHAEL",314,70
2020,84K406,K406,"EMBER Charter School for Mindful Education, Innova",331600860975,Charter,General Academic,K-8,"0K,01,02,03,04,05,06,07,08","0K,01,02,03,04,05,06,07,08",2011-07-01T00:00:00.000,Open,K308,616 QUINCY STREET,NY,1002135,190058,-73.935509,40.688323,303,36,29300,3016300001,BK35,Stuyvesant Heights,"Rafiq Kalam Id-Din Ii, Esq./Damien Dunkley",Principal,718-285-3787,NULL,16,84,OFFICE OF CHARTER SCHOOLS,NULL,NULL,NULL,NULL,NULL,NULL,NULL,303,81
2020,17K408,K408,Academy of Hospitality and Tourism,331700011408,DOE,General Academic,High school,"09,10,11,12","09,10,11,12",2006-07-01T00:00:00.000,Open,K465,911 FLATBUSH AVENUE,NY,996134,175947,-73.957173,40.649602,314,40,79400,3051030010,BK95,Erasmus,Shirley Miller,Principal,718-564-2580,718-564-2581,17,17,NULL,NULL,NYCDOE Citywide Office - Affinity Schools,NULL,School Support Team 1- Affinity Group,HS03,HS Network 03 Superintendent Office,"WALSH, FRED",314,70
2020,19K409,K409,East New York Family Academy,331900011409,DOE,General Academic,Secondary School,"06,07,08,09,10,11,12,SE","06,07,08,09,10,11,12",1999-07-01T00:00:00.000,Open,K660,145 PENNSYLVANIA AVENUE,NY,1013105,184765,-73.895976,40.673766,305,37,114400,3037040001,BK85,East New York (Pennsylvania Ave),Anthony Yard,Principal,718-498-5240,718-498-5246,19,19,NULL,NULL,NYCDOE Borough Office - Brooklyn North,NULL,School Support Team 1- Brooklyn North,HS05,HS Network 05 Superintendent Office,"ROSS, JANICE",305,75
2020,21K410,K410,Abraham Lincoln High School,332100011410,DOE,General Academic,High school,"09,10,11,12,SE","09,10,11,12",1930-07-01T00:00:00.000,Open,K410,2800 OCEAN PARKWAY,NY,992935,151545,-73.968733,40.582627,313,47,35400,3072540001,BK23,West Brighton,A HOOGENBOOM,Principal,718-333-7400,718-946-5035,21,21,NULL,NULL,NYCDOE Borough Office - Brooklyn South,Mauriciere de Govia,School Support Team 1- Brooklyn South,HS06,HS Network 06 Superintendent Office,"PRAYOR, MICHAEL",313,60
2020,13K412,K412,Brooklyn Community Arts & Media High School (BCAM),331300011412,DOE,General Academic,High school,"09,10,11,12,SE","09,10,11,12",2006-07-01T00:00:00.000,Open,K117,300 WILLOUGHBY AVENUE,NY,995847,191399,-73.95818,40.692015,303,33,23500,3019260010,BK69,Clinton Hill,JAMES OBRIEN,Principal,718-230-5748,718-230-3050,13,13,NULL,NULL,NYCDOE Borough Office - Brooklyn North,NULL,School Support Team 1- Brooklyn North,HS05,HS Network 05 Superintendent Office,"ROSS, JANICE",303,79
2020,14K414,K414,Brooklyn Arbor Elementary School,331400010414,DOE,General Academic,Elementary,"PK,0K,01,02,03,04,05,SE","0K,01,02,03,04,05",2012-07-01T00:00:00.000,Open,K019,325 SOUTH  3 STREET,NY,996815,197991,-73.954678,40.710107,301,34,52700,3024230001,BK73,North Side-South Side,Eva Irizarry,Principal,718-963-0393,718-963-2083,14,14,COMMUNITY SCHOOL DISTRICT 14,"WINNICKI, ALICJA",NYCDOE Borough Office - Brooklyn North,NULL,School Support Team 4- Brooklyn North,NULL,NULL,NULL,301,90
2020,18K415,K415,Samuel J. Tilden High School,331800011415,DOE,General Academic,High school,"10,11,12,SE","09,10,11,12",1930-07-01T00:00:00.000,Closed,K415,5800 TILDEN AVENUE,NY,1005836,175271,-73.922212,40.647728,317,45,93600,3047420001,BK96,Rugby-Remsen Village,NULL,NULL,718-629-4523,718-629-0165,18,18,COMMUNITY SCHOOL DISTRICT 18,NULL,NULL,NULL,NULL,HS10,HS Network 10,Contact Superintendent,317,67
2020,84K417,K417,Urban Dove Charter School,331300861006,Charter,Transfer School,High school,"10,11,12,SE","09,10,SE",2012-07-01T00:00:00.000,Open,KAEX,600 LAFAYETTE AVENUE,NY,997918,190511,-73.950714,40.689574,303,36,25100,3017890012,BK75,Bedford,Amit Bahl,Principal,718-783-8232,NULL,13,84,OFFICE OF CHARTER SCHOOLS,NULL,NULL,NULL,NULL,NULL,NULL,NULL,303,79
2020,13K419,K419,"Science Skills Center High School for Science, Tec",331300011419,DOE,General Academic,High school,"09,10,11,12,SE","09,10,11,12",1996-06-05T00:00:00.000,Open,K805,49 FLATBUSH AVENUE EXTENSION,NY,988540,193333,-73.984528,40.69733,302,33,1500,3001200020,BK38,DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill,Dahlia Mcgregor,Principal,718-243-9413,718-243-1016,13,13,NULL,NULL,NYCDOE Borough Office - Brooklyn North,NULL,School Support Team 1- Brooklyn North,HS05,HS Network 05 Superintendent Office,"ROSS, JANICE",302,88
2020,19K420,K420,Franklin K. Lane High School,331900011420,DOE,General Academic,High school,"12,SE","09,10,11,12",1937-07-01T00:00:00.000,Closed,K420,999 JAMAICA AVENUE,NY,1020493,191783,-73.869305,40.693002,305,37,118000,3040940001,BK99,park-cemetery-etc-Brooklyn,MARLON BYNUM,PRINCIPAL,718-647-2100,718-235-4877,19,19,COMMUNITY SCHOOL DISTRICT 19,NULL,NULL,NULL,NULL,HS01,HS Network 01,"WATTS, KAREN",305,75
2020,19K422,K422,Spring Creek Community School,331900011422,DOE,General Academic,Secondary School,"06,07,08,09,10,11,12,SE","06,07,08,09,10,11,12",2012-07-01T00:00:00.000,Open,K422,1065 ELTON STREET,NY,1019192,178761,-73.874064,40.657266,305,42,107000,3044490001,BK82,East New York,Christina Koza,Principal,718-688-7200,718-688-7206,19,19,NULL,NULL,NYCDOE Borough Office - Brooklyn North,NULL,School Support Team 1- Brooklyn North,HS05,HS Network 05 Superintendent Office,"ROSS, JANICE",305,75
2020,15K423,K423,Brooklyn Frontiers High School,331500011423,DOE,Transfer School,High school,"09,10,11,12,SE","09,10,11,12",2011-07-01T00:00:00.000,Open,K520,112 SCHERMERHORN STREET,NY,987198,190665,-73.989369,40.690007,302,33,4300,3001690009,BK38,DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill,Alona Cohen,Principal,718-722-4727,718-722-7919,15,15,NULL,NULL,NYCDOE Borough Office - Brooklyn North,NULL,School Support Team 2- Brooklyn North,HS10,HS Network 10 Superintendent Office,"ROTONDO, PAUL",302,84
2020,22K425,K425,James Madison High School,332200011425,DOE,General Academic,High school,"09,10,11,12,SE","09,10,11,12",1925-07-01T00:00:00.000,Open,K425,3787 BEDFORD AVENUE,NY,998782,161702,-73.947661,40.610499,315,48,64200,3067880001,BK44,Madison,Jodie Cohen,Principal,718-758-7200,718-758-7341,22,22,NULL,NULL,NYCDOE Borough Office - Brooklyn South,Mauriciere de Govia,School Support Team 1- Brooklyn South,HS06,HS Network 06 Superintendent Office,"PRAYOR, MICHAEL",315,61
2020,15K429,K429,Digital Arts and Cinema Technology High School,331500011429,DOE,General Academic,Secondary School,"09,10,11,12,SE","06,07,08,09,10,11,12",1996-06-05T00:00:00.000,Open,K293,284 BALTIC STREET,NY,986110,188843,-73.993293,40.685006,306,33,6900,3004020001,BK38,DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill,Dawn Meconi,Principal,718-694-9741,718-694-9745,15,15,NULL,NULL,NYCDOE Borough Office - Brooklyn North,NULL,School Support Team 1- Brooklyn North,HS05,HS Network 05 Superintendent Office,"ROSS, JANICE",306,76
2020,13K430,K430,Brooklyn Technical High School,331300011430,DOE,General Academic,High school,"09,10,11,12","09,10,11,12",1933-07-01T00:00:00.000,Open,K430,29 FT GREENE PLACE,NY,990785,190261,-73.976435,40.688896,302,35,3300,3020980013,BK68,Fort Greene,David Newman,I.A. Principal,718-804-6400,718-260-9245,13,13,NULL,NULL,NYCDOE Borough Office - Brooklyn North,NULL,School Support Team 1- Brooklyn North,HS05,HS Network 05 Superintendent Office,"ROSS, JANICE",302,88
2020,14K434,K434,Greenpoint High School For Engineering And Automot,331400011434,DOE,General Academic,High school,,,1901-01-01T00:00:00.000,"Initiated, never opened",K610,50 BEDFORD AVENUE,NY,997187,202123,-73.953328,40.721448,301,33,51700,3026700001,BK73,North Side-South Side,NULL,NULL,NULL,NULL,14,14,COMMUNITY SCHOOL DISTRICT 14,"WINNICKI, ALICJA",NULL,NULL,NULL,NULL,NULL,NULL,301,94
2020,19K435,K435,Thomas Jefferson High School,331900011435,DOE,General Academic,High school,"11,12,SE","09,10,11,12",1924-07-01T00:00:00.000,Closed,K435,400 PENNSYLVANIA AVENUE,NY,1013449,182466,-73.8947,40.6675,305,42,115600,3037880001,BK85,East New York (Pennsylvania Ave),NULL,Principal,718-345-1801,718-345-2014,19,19,COMMUNITY SCHOOL DISTRICT 19,Martin Weinstein,NULL,NULL,NULL,NULL,NULL,NULL,305,75
2020,13K439,K439,Brooklyn International High School,331300011439,DOE,General Academic,High school,"09,10,11,12","09,10,11,12",1999-07-01T00:00:00.000,Open,K805,49 FLATBUSH AVENUE EXTENSION,NY,988540,193333,-73.984528,40.69733,302,33,1500,3001200020,BK38,DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill,Kathleen Rucker,Principal,718-643-9315,718-643-9516,13,13,NULL,NULL,NYCDOE Citywide Office - Affinity Schools,NULL,School Support Team 4- Affinity Group,HS12,H.S. Network 12 Superintendent Office,"Cheng, Alan",302,88
2020,17K440,K440,Prospect Heights Hs,331700011440,DOE,General Academic,High school,"12,SE","09,10,11,12",1924-07-01T00:00:00.000,Closed,K440,883 CLASSON AVENUE,NY,994876,183505,-73.9617,40.6703,309,35,21300,3011870001,BK63,Crown Heights South,Laurie B. Midgette,Principal,718-636-5800,718-789-7279,17,17,COMMUNITY SCHOOL DISTRICT 17,Rhonda Hurdle Taylor,NULL,NULL,NULL,NULL,NULL,NULL,309,71
2020,15K442,K442,M.S. 442 Carroll Gardens School for Innovation,331500010442,DOE,General Academic,Junior High-Intermediate-Middle,"06,07,08,SE","06,07,08",2003-07-01T00:00:00.000,Open,K280,500 19 STREET,NY,989058,178367,-73.983116,40.656952,307,38,150200,3008890001,BK40,Windsor Terrace,NOREEN MILLS,Principal,718-369-4480,718-369-4481,15,15,COMMUNITY SCHOOL DISTRICT 15,"SKOP, ANITA",NYCDOE Borough Office - Brooklyn North,NULL,School Support Team 5- Brooklyn North,NULL,NULL,NULL,307,72
2020,15K443,K443,New Voices School of Academic & Creative Arts,331500010443,DOE,General Academic,Junior High-Intermediate-Middle,"06,07,08,SE","06,07,08",2003-07-01T00:00:00.000,Open,K845,330 18 STREET,NY,987373,180026,-73.988743,40.660805,307,38,14700,3008800001,BK32,Sunset Park West,FRANK GIORDANO,Principal,718-965-0390,718-965-0603,15,15,COMMUNITY SCHOOL DISTRICT 15,"SKOP, ANITA",NYCDOE Borough Office - Brooklyn North,NULL,School Support Team 5- Brooklyn North,NULL,NULL,NULL,307,72
2020,20K445,K445,New Utrecht High School,332000011445,DOE,General Academic,High school,"09,10,11,12,SE","09,10,11,12",1924-07-01T00:00:00.000,Open,K445,1601 80 STREET,NY,983609,162624,-74.002308,40.613041,311,43,18200,3062710001,BK28,Bensonhurst West,MAUREEN GOLDFARB,Principal,718-232-2500,718-259-5526,20,20,NULL,NULL,NYCDOE Borough Office - Brooklyn South,Mauriciere de Govia,School Support Team 1- Brooklyn South,HS06,HS Network 06 Superintendent Office,"PRAYOR, MICHAEL",311,62
2020,23K446,K446,Riverdale Avenue Community School,332300010446,DOE,General Academic,Elementary,"PK,0K,01,02,03,04,05,SE","PK,0K,01,02,03,04,05",2012-07-01T00:00:00.000,Open,K183,76 RIVERDALE AVENUE,NY,1008247,179605,-73.913508,40.659618,316,42,89600,3035970011,BK81,Brownsville,Meghan Dunn,Principal,718-485-1679,718-485-1768,23,23,COMMUNITY SCHOOL DISTRICT 23,"PATE, MIATHERESA",NYCDOE Borough Office - Brooklyn North,NULL,School Support Team 7- Brooklyn North,NULL,NULL,NULL,316,73
2020,15K447,K447,The Math & Science Exploratory School,331500010447,DOE,General Academic,Junior High-Intermediate-Middle,"06,07,08,SE","06,07,08",2003-07-01T00:00:00.000,Open,K655,345 DEAN STREET,NY,989723,188459,-73.980266,40.683951,302,33,3900,3001920013,BK38,DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill,Arin Rusch,I.A. Principal,718-330-9328,718-330-0944,15,15,COMMUNITY SCHOOL DISTRICT 15,"SKOP, ANITA",NYCDOE Borough Office - Brooklyn North,NULL,School Support Team 5- Brooklyn North,NULL,NULL,NULL,302,84
2020,15K448,K448,Brooklyn Collaborative Studies,331500010448,DOE,General Academic,Secondary School,"06,07,08,09,10,11,12,SE","06,07,08,09,10,11,12",2003-07-01T00:00:00.000,Open,K142,610 HENRY STREET,NY,983689,186823,-74.002022,40.679462,306,39,6300,3003690001,BK33,Carroll Gardens-Columbia Street-Red Hook,Priscilla Chan,Principal,718-923-4700,718-923-4730,15,15,NULL,NULL,NYCDOE Citywide Office - Affinity Schools,NULL,School Support Team 5- Affinity Group,HS12,H.S. Network 12 Superintendent Office,"Cheng, Alan",306,76
2020,14K449,K449,"Brooklyn Latin School, The",331400011449,DOE,General Academic,High school,"09,10,11,12","09,10,11,12",2006-07-01T00:00:00.000,Open,K049,223 GRAHAM AVENUE,NY,999647,197868,-73.944463,40.709765,301,34,50500,3030250001,BK90,East Williamsburg,Katrina Billy Wilkinson,I.A. Principal,718-366-0154,718-381-3012,14,14,NULL,NULL,NYCDOE Borough Office - Brooklyn North,NULL,School Support Team 1- Brooklyn North,HS05,HS Network 05 Superintendent Office,"ROSS, JANICE",301,90
2020,21K451,K451,Shorefront High School Of Arts And Sciences At Joh,332100011451,DOE,General Academic,High school,,,2012-07-01T00:00:00.000,"Initiated, never opened",K540,50 AVENUE X,NY,989270,153527,-73.981925,40.58807,313,47,30800,3071850020,BK26,Gravesend,NULL,NULL,NULL,NULL,21,21,COMMUNITY SCHOOL DISTRICT 21,"DIMOLA, ISABEL",NULL,NULL,NULL,NULL,NULL,NULL,313,60
2020,19K452,K452,Frederick Douglass Academy VIII Middle School,331900010452,DOE,General Academic,Junior High-Intermediate-Middle,"06,07,08,SE","06,07,08",2006-07-01T00:00:00.000,Open,K346,1400 PENNSYLVANIA AVENUE,NY,1016996,174887,-73.881997,40.64664,305,42,105804,3044520025,BK93,Starrett City,Chantal Grandchamps,Principal,718-348-2465,718-642-4537,19,19,COMMUNITY SCHOOL DISTRICT 19,THOMAS MCBRYDE JR,NYCDOE Borough Office - Brooklyn North,NULL,School Support Team 6- Brooklyn North,NULL,NULL,NULL,305,75
2020,22K453,K453,Academy Of Career Exploration Of Sheepshead Bay,332200011453,DOE,General Academic,High school,,,2012-07-01T00:00:00.000,"Initiated, never opened",K495,3000 AVENUE X,NY,1001848,155386,-73.936635,40.593157,315,48,62600,3074250002,BK17,Sheepshead Bay-Gerritsen Beach-Manhattan Beach,NULL,NULL,NULL,NULL,22,22,COMMUNITY SCHOOL DISTRICT 22,"BOVE, JULIA",NULL,NULL,NULL,NULL,NULL,NULL,315,61
2020,14K454,K454,The Williamsburg High School of Art and Technology,331400011454,DOE,General Academic,High school,"09,10,11,12,SE","09,10,11,12",2006-07-01T00:00:00.000,Open,K049,223 GRAHAM AVENUE,NY,999647,197868,-73.944463,40.709765,301,34,50500,3030250001,BK90,East Williamsburg,CARA TAIT,Principal,718-599-1207,718-387-7945,14,14,NULL,NULL,NYCDOE Borough Office - Brooklyn North,NULL,School Support Team 1- Brooklyn North,HS05,HS Network 05 Superintendent Office,"ROSS, JANICE",301,90
2020,16K455,K455,Boys and Girls High School,331600011455,DOE,General Academic,High school,"09,10,11,12,SE","09,10,11,12",1976-07-01T00:00:00.000,Open,K455,1700 FULTON STREET,NY,1003221,186472,-73.931604,40.678478,303,36,27100,3017010001,BK61,Crown Heights North,Grecian Harrison,Principal,718-467-1700,718-221-0645,16,16,NULL,NULL,NYCDOE Borough Office - Brooklyn North,NULL,School Support Team 3- Brooklyn North,HS05,HS Network 05 Superintendent Office,"ROSS, JANICE",303,81
2020,17K459,K459,Erasmus Campus - Science/Math,331700011459,DOE,General Academic,High school,SE,"09,10,11,12",1996-06-05T00:00:00.000,Closed,K465,911 FLATBUSH AVENUE,NY,995768,175927,-73.9585,40.6495,314,40,79400,3051030010,BK95,Erasmus,Melanie Johnson,Principal,718-564-2451,718-564-2452,17,17,COMMUNITY SCHOOL DISTRICT 17,Rhonda Hurdle Taylor,NULL,NULL,NULL,NULL,NULL,NULL,314,70
2020,76K460,K460,John Jay Hs,331500011460,DOE,General Academic,High school,NULL,"09,11,12",1903-07-01T00:00:00.000,Closed,K460,237 7 AVENUE,NY,989996,183241,-73.9793,40.6696,306,39,15500,3010820001,BK37,Park Slope-Gowanus,NULL,NULL,718-788-1514,718-832-0273,15,15,COMMUNITY SCHOOL DISTRICT 15,Rosemary Stuart,NULL,NULL,NULL,NULL,NULL,NULL,306,78
2020,15K462,K462,John Jay School for Law,331500011462,DOE,General Academic,High school,"09,10,11,12,SE","09,10,11,12",2001-07-01T00:00:00.000,Open,K460,237 7 AVENUE,NY,990192,183105,-73.97858,40.669255,306,39,15500,3010820001,BK37,Park Slope-Gowanus,Deborah Glauner,Principal,718-832-4250,718-499-3947,15,15,NULL,NULL,NYCDOE Borough Office - Brooklyn North,NULL,School Support Team 1- Brooklyn North,HS05,HS Network 05 Superintendent Office,"ROSS, JANICE",306,78
2020,15K463,K463,Cyberarts Studio Academy,331500011463,DOE,General Academic,High school,"09,10,11,12,SE","09,10,11,12",2003-07-01T00:00:00.000,Open,K460,237 7 AVENUE,NY,990192,183105,-73.97858,40.669255,306,39,15500,3010820001,BK37,Park Slope-Gowanus,Sharon Evans,I.A. Principal,718-832-4201,718-832-0273,15,15,NULL,NULL,NYCDOE Borough Office - Brooklyn North,NULL,School Support Team 1- Brooklyn North,HS05,HS Network 05 Superintendent Office,"ROSS, JANICE",306,78
2020,15K464,K464,Park Slope Collegiate,331500011464,DOE,General Academic,Secondary School,"06,07,08,09,10,11,12,SE","06,07,08,09,10,11,12",2003-07-01T00:00:00.000,Open,K460,237 7 AVENUE,NY,990192,183105,-73.97858,40.669255,306,39,15500,3010820001,BK37,Park Slope-Gowanus,Jill Sandusky,I.A. Principal,718-832-4300,718-788-8127,15,15,NULL,NULL,NYCDOE Borough Office - Brooklyn North,NULL,School Support Team 1- Brooklyn North,HS05,HS Network 05 Superintendent Office,"ROSS, JANICE",306,78
2020,21K468,K468,Kingsborough Early College School,332100011468,DOE,General Academic,Secondary School,"06,07,08,09,10,11,12,SE","06,07,08,09,10,11,12",2006-07-01T00:00:00.000,Open,K400,2630 BENSON AVENUE,NY,988051,155333,-73.986313,40.593028,313,47,30600,3068830001,BK26,Gravesend,Tracee Murren,Principal,718-333-7850,718-333-7875,21,21,NULL,NULL,NYCDOE Citywide Office - Affinity Schools,NULL,School Support Team 1- Affinity Group,HS03,HS Network 03 Superintendent Office,"WALSH, FRED",313,60
2020,17K469,K469,Erasmus Campus - Humanities,331700011469,DOE,General Academic,High school,NULL,"09,10,11,12",1996-06-05T00:00:00.000,Closed,K465,911 FLATBUSH AVENUE,NY,995768,175927,-73.9585,40.6495,314,40,79400,3051030010,BK95,Erasmus,Melanie Johnson,Principal,718-564-2500,718-564-2501,17,17,COMMUNITY SCHOOL DISTRICT 17,Rhonda Hurdle Taylor,NULL,NULL,NULL,NULL,NULL,NULL,314,70
2020,17K470,K470,George W Wingate Hs,331700011470,DOE,General Academic,High school,"09,10,SE","09,10,11,12",1955-07-01T00:00:00.000,Closed,K470,600 KINGSTON AVENUE,NY,1000215,179334,-73.9425,40.6589,309,40,81000,3048110001,BK60,Prospect Lefferts Gardens-Wingate,Mr. Herbert J. Hogan,Principal,718-467-7400,718-604-3029,17,17,COMMUNITY SCHOOL DISTRICT 17,Rhonda Hurdle Taylor,NULL,NULL,NULL,NULL,NULL,NULL,309,71
2020,84K473,K473,Williamsburg Charter High School,331400860865,Charter,General Academic,High school,"09,10,11,12","09,10,11,12",2004-08-31T00:00:00.000,Open,KBYQ,198 VARET STREET,NY,1002004,195658,-73.935969,40.703703,301,34,48500,0,BK78,Bushwick South,Tanishia Williams,Principal,718-782-9830,347-464-7604,14,84,OFFICE OF CHARTER SCHOOLS,NULL,NULL,NULL,NULL,NULL,NULL,NULL,301,90
2020,14K474,K474,PROGRESS High School for Professional Careers,331400011474,DOE,General Academic,High school,"09,10,11,12,SE","09,10,11,12",1999-07-01T00:00:00.000,Open,K450,850 GRAND STREET,NY,1001183,198368,-73.938921,40.711134,301,34,48500,3030160001,BK78,Bushwick South,Jasmine Pena,Principal,718-387-0228,718-384-1702,14,14,NULL,NULL,NYCDOE Borough Office - Brooklyn North,NULL,School Support Team 1- Brooklyn North,HS05,HS Network 05 Superintendent Office,"ROSS, JANICE",301,90
2020,14K477,K477,East Williamsburg Scholars Academy,331400011477,DOE,General Academic,High school,"09,10,11,12,SE","09,10,11,12",1999-07-01T00:00:00.000,Open,K450,850 GRAND STREET,NY,1001183,198368,-73.938921,40.711134,301,34,48500,3030160001,BK78,Bushwick South,Rosemary Vega,Principal,718-387-2800,718-387-3281,14,14,NULL,NULL,NYCDOE Borough Office - Brooklyn North,NULL,School Support Team 1- Brooklyn North,HS05,HS Network 05 Superintendent Office,"ROSS, JANICE",301,90
2020,14K478,K478,"The High School for Enterprise, Business and Techn",331400011478,DOE,General Academic,High school,"09,10,11,12,SE","09,10,11,12",1996-08-26T00:00:00.000,Open,K450,850 GRAND STREET,NY,1001183,198368,-73.938921,40.711134,301,34,48500,3030160001,BK78,Bushwick South,Holger Carrillo,Principal,718-387-2800,718-387-2748,14,14,NULL,NULL,NYCDOE Borough Office - Brooklyn North,NULL,School Support Team 1- Brooklyn North,HS05,HS Network 05 Superintendent Office,"ROSS, JANICE",301,90
